V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2bhJrnM747yfCvz,Default Response Set,Anonymous,,,,4,2017-04-20 02:00:00,2017-04-20 02:00:00,1,,UNC Center for Health Equity Research,,,Anjali Paintal Accepted to UNC Doctor of Physical Therapy Program,https://cher.unc.edu/anjali-paintal-accepted-unc-doctor-physical-therapy-program/,03/07/17,CHER News,,,,,,,,,,,,,"Anjali Paintal, work study student/project assistant for the Robert Wood Johnson Foundation Clinical Scholars Program, has been accepted to the Doctor of Physical Therapy Program at The University of North Carolina at Chapel Hill. She will graduate with a BA in Exercise and Sports Science from UNC in May 2017.",https://cher.unc.edu/files/2017/03/Anjali-Paintal.jpg,,,-1,
R_ddu7zIc6iUu2zvD,Default Response Set,Anonymous,,,,4,2017-04-20 02:00:00,2017-04-20 02:00:00,1,,UNC Center for Health Equity Research,,,New Publication from CHER Associates: Researcher Readiness for Participating in Community-engaged Dissemination and Implementation Research,https://cher.unc.edu/searchpub/researcher-readiness-participating-community-engaged-dissemination-implementation-research/,03/28/17,CHER Publication,,,,,,,,,,,,,"It is a pleasure to report this recent publication from Giselle Corbie-Smith, Tiffany L. Young, Lori Carter-Edwards from CHER and their collaborators titled, ""Researcher Readiness for Participating in Community-Engaged Dissemination and Implementation Research: A Conceptual Framework of Core Competencies.""",https://cher.unc.edu/files/2017/03/Giselle_Tiffany_Lori_4.png,,,-1,
R_88RLgfKbsebtnvv,Default Response Set,Anonymous,,,,4,2017-04-20 02:00:00,2017-04-20 02:00:00,1,,UNC Center for Health Equity Research,,,Open Position: Research Scientist for Center for Health Equity Research,https://cher.unc.edu/cher-open-position-research-scientist/,12/19/16,CHER News,,,,,,,,,,,,,"The Research Scientist (RS) will work in the Center for Health Equity Research (CHER), in the Department of Social Medicine. Under the supervision of the Director and Associate Director and in coordination with Project Coordinators and Center Administrator, the RS will facilitate research encompassed within the CHER research infrastructure. Primary responsibilities include supporting new research initiatives, overseeing implementation and follow-up for the Project GRACE research studies, providing guidance to the Project Coordinators and Research Assistants, and working with the Center Administrator in administration of study related activities. This position includes periodic travel to community based research and data collection sites. Please click <a target=""_blank"" href=""https://unc.peopleadmin.com/postings/111366"">here</a> to apply for the position.",,,,-1,
R_a4PxhJm4Wd02xdb,Default Response Set,Anonymous,,,,4,2017-04-20 02:00:00,2017-04-20 02:00:00,1,,Robert Wood Johnson Foundation,,,RWJF New Connections: Increasing Diversity of RWJF Programming 2017 Common Application for Network Services,https://www.research.net/r/KQ6NZPK,04/17/17,Funding,,,,,,,,04/28/17,https://www.research.net/r/KQ6NZPK,Varies,,,"New Connections: Increasing Diversity of RWJF Programming is committed to providing resources needed to succeed as junior researchers. One way to achieve this is by providing career development opportunities and promoting collaboration on research among our grantees, alumni and network members. New Connections Publication Support will serve as a vehicle for intra/interdisciplinary collaboration on research that will lead to the development of a manuscript for publication or research dissemination. New Connections has financial support available, in the form of reimbursement, for expenses related to research dissemination. Activities eligible for reimbursement include journal publishing fees, editing and statistical consultation, statistical software, poster printing fees and more.",,,,-1,
R_bBMUxOoZ0Y7rLdb,Default Response Set,Anonymous,,,,4,2017-04-20 02:00:00,2017-04-20 02:00:00,1,,Robert Wood Johnson Foundation,,,Forward Promise: Empowerment Projects,http://www.rwjf.org/en/library/funding-opportunities/2017/forward-promise--empowerment-projects.html?rid=k_sRCXLlm6VkKEQV7NuIt7wS_nEGguhk&et_cid=855492,04/07/17,Funding,,,,,,,,05/02/17,http://www.rwjf.org/en/library/funding-opportunities/2017/forward-promise--empowerment-projects.html?rid=k_sRCXLlm6VkKEQV7NuIt7wS_nEGguhk&et_cid=855492,"Up to $450,000",,,"Forward Promise aims to promote opportunities for boys and young men of color (BYMOC) to heal, grow, and thrive in the face of chronic stress and trauma. Empowerment Projects seek to strengthen organizations that provide culturally relevant healing responses to trauma, and can partner with the youth-serving systems that touch BYMOC to advance new practices to prevent further traumatization. In doing so, it is important that the organizations use the stories of BYMOC??s resilience and healing to promote and inform their work, and that BYMOC themselves are the ones telling those stories. Forward Promise seeks to elevate the promising practices of Empowerment Projects grantees to advance a greater understanding of what it means for BYMOC to heal, grow, and thrive. Equipped with this understanding, we hope that other youth-serving organizations and systems can then identify and modify their policies and practices that, intentionally or not, serve as barriers to the health and success of BYMOC.",,,,-1,
R_1FiEx4eoAXzMKz3,Default Response Set,Anonymous,,,,4,2017-04-20 02:00:00,2017-04-20 02:00:00,1,,Robert Wood Johnson Foundation,,,Consumer Advocacy for Transformation,http://www.rwjf.org/en/library/funding-opportunities/2017/consumer-advocacy-for-transformation.html?rid=k_sRCXLlm6VkKEQV7NuIt7wS_nEGguhk&et_cid=861620,04/17/17,Funding,,,,,,,,05/05/17,http://www.rwjf.org/en/library/funding-opportunities/2017/consumer-advocacy-for-transformation.html?rid=k_sRCXLlm6VkKEQV7NuIt7wS_nEGguhk&et_cid=861620,"Up to $275,000",,,"The Consumer Advocacy for Transformation program will fund state-based or local consumer health advocacy projects that aim to develop and insert an organized, influential and permanent consumer voice in state and local health system changes. These health system changes should increase health care value by preserving efforts to increase access to care, improving health outcomes, and lowering costs, especially for populations with disproportionately poor health outcomes. Each of the selected projects should focus on building the capacity of consumer advocates to participate in public and/or private policy or health system change and ensure an ongoing infrastructure for consumer advocacy.",,,,-1,
R_2fsXy0rL9nqBibX,Default Response Set,Anonymous,,,,4,2017-04-20 02:00:00,2017-04-20 02:00:00,1,,Robert Wood Johnson Foundation,,,Systems for Action: Systems and Services Research to Build a Culture of Health,http://www.rwjf.org/en/library/funding-opportunities/2017/systems-for-action--systems-and-services-research-to-build-a-cul.html?rid=k_sRCXLlm6VkKEQV7NuIt7wS_nEGguhk&et_cid=861620,04/17/17,Funding,,,,,,,,05/05/17,http://www.rwjf.org/en/library/funding-opportunities/2017/systems-for-action--systems-and-services-research-to-build-a-cul.html?rid=k_sRCXLlm6VkKEQV7NuIt7wS_nEGguhk&et_cid=861620,"Up to $100,000",,,"Systems for Action (S4A) is a national program of the Robert Wood Johnson Foundation (RWJF) that aims to discover and apply new evidence about ways of aligning the delivery and financing systems for medical, social, and public health services that support a Culture of Health. S4A uses a wide research lens that includes and extends beyond medical care and public health systems to include other sectors that affect health and well-being, such as housing, transportation, social services, education, criminal and juvenile justice, and economic and community development. The goal of this call for proposals (CFP) is to fund research that supports new scientific evidence on ways to optimize delivery and financing systems in ways that improve health and reduce inequities. This program, as well as RWJF??s other three signature research programs, Eviden",,,,-1,
R_8jM1TuWk9sczpA1,Default Response Set,Anonymous,,,,4,2017-04-20 02:00:00,2017-04-20 02:00:00,1,,Health Resources & Services Administration (HRSA) Bureau of Health Workforce,,,NURSE Corps Scholarship Program,https://bhw.hrsa.gov/loansscholarships/nursecorps/scholarship,04/17/17,Funding,,,,,,,,05/11/17,https://bhw.hrsa.gov/loansscholarships/nursecorps/scholarship,Varies,,,"As a student accepted or enrolled in a diploma, associate, baccalaureate, or graduate degree nursing program, you can receive funding for tuition, fees, and other educational costs. In exchange you must work at an eligible facility with a critical shortage of nurses-a Critical Shortage Facility (CSF)-upon graduation.",,,,-1,
R_0JJmnEUccPDb9rv,Default Response Set,Anonymous,,,,4,2017-04-20 02:00:00,2017-04-20 02:00:00,1,,Robert Wood Johnson Foundation,,,New Connections: Increasing Diversity of RWJF Programming - 2017 Call for Proposals,http://www.rwjf.org/en/library/funding-opportunities/2017/new-connections--increasing-diversity-of-rwjf-programming.html,03/28/17,Funding,,,,,,,,05/16/17,http://www.rwjf.org/en/library/funding-opportunities/2017/new-connections--increasing-diversity-of-rwjf-programming.html,"Up to  $50,000",,,"New Connections: Increasing Diversity of RWJF Programming is celebrating its 11th year; over the history of the program, it has supported research grants and career development opportunities for a network of more than 920 researchers from diverse, underrepresented and historically disadvantaged backgrounds. New Connections is a career development program for early career researchers, providing support to grantees and other individuals who are part of a network of eligible researchers. Through grantmaking, mentorship, career development and networking, New Connections enhances the research capacity of its grantees and network members.",,,,-1,
R_1GI1zAsioqxzmD3,Default Response Set,Anonymous,,,,4,2017-04-20 02:00:00,2017-04-20 02:00:00,1,,W.K. Kellogg Foundation,,,"Parents as Teachers National Center, Inc.",https://www.wkkf.org/grants/grant/2016/05/improving-educational-outcomes-for-american-indian-children-i3-0127829-1,05/06/16,Funding,,,,,,,,06/30/17,https://wrm.wkkf.org/uWebRequestManager/UI/Application.aspx?tid=70d03543-2f25-44ff-bbc0-024f3fb5aa09&LanguageID=0,109000,,,"The grant's focus is to strengthen efforts to narrow the achievement gap of American Indian children at kindergarten entry and improve student achievement in reading and math through third grade in select Bureau of Indian Education schools in New Mexico by enabling the organization to meet the matching fund requirements of the Investing in Innovation federal grant program. This grant opportunity is open through June 30th, 2017 with a geographic focus on Arizona, Idaho, New Mexico, North Carolina, South Dakota, Washington, and Missouri.",,,,-1,
R_ewCM1NLJP2t8BdX,Default Response Set,Anonymous,,,,4,2017-04-20 02:00:00,2017-04-20 02:00:00,1,,WalMart Foundation,,,Community Grant Program,http://giving.walmart.com/apply-for-grants/local-giving,04/17/17,Funding,,,,,,,,12/31/17,http://giving.walmart.com/apply-for-grants/local-giving,"Up to $2,500",,,"Through the Community Grant Program, our associates are proud to support the needs of their communities by providing grants to local organizations.",,,,-1,
R_5otsKfnqxAlhUcR,Default Response Set,Anonymous,,,,4,2017-04-20 02:00:00,2017-04-20 02:00:00,1,,W.K. Kellogg Foundation,,,New Venture Fund,http://www.wkkf.org/grants/grant/2016/11/emergency-closing-the-opportunity-gap-p3035177,03/21/17,Funding,,,,,,,,04/30/18,http://www.wkkf.org/grants/grant/2016/11/emergency-closing-the-opportunity-gap-p3035177,320000,,,Develop best practices for identifying and closing opportunity gaps in schools by examining successful strategies and teacher supports.,,,,-1,
R_4IMdCWTmgK2BOiF,Default Response Set,Anonymous,,,,4,2017-04-20 02:00:00,2017-04-20 02:00:00,1,,W.K. Kellogg Foundation,,,"Center for Public Interest Research, Inc.",http://www.wkkf.org/grants/grant/2016/11/corporate-and-institutional-partnerships-for-family-outcomes-cip-p3035799,03/21/17,Funding,,,,,,,,10/31/18,http://www.wkkf.org/grants/grant/2016/11/corporate-and-institutional-partnerships-for-family-outcomes-cip-p3035799,400000,,,"Increase the scale and impact of innovations in basic skills development, asset development and parental support and engagement for low-income families through partnerships with major corporations and key institutions.",,,,-1,
R_0rescCsSwgZ1nP7,Default Response Set,Anonymous,,,,4,2017-04-20 02:00:00,2017-04-20 02:00:00,1,,W.K. Kellogg Foundation,,,"Living Cities, Inc: National Community Development Initiative",http://www.wkkf.org/grants/grant/2016/11/living-cities-2016-2019-general-operating-support-p3035182,03/21/17,Funding,,,,,,,,06/30/19,http://www.wkkf.org/grants/grant/2016/11/living-cities-2016-2019-general-operating-support-p3035182,3000000,,,Enable the organization to achieve its mission of harnessing the collective power of philanthropy and financial institutions to improve the lives of low-income people and the cities where they live by providing general operating support.,,,,-1,
